"","Replicate","Day","Well_Num","Culture","Hgui_Alive_Num","Hgui_Dead_Num","Scer_Alive_Num","Scer_Dead_Num","Total_Cells","Hgui_totalprop","Scer_totalprop","norm_Hgui_totalprop"
"267","1",8,"E1","3822",12358,4360,9611,3671,30000,0.557266666666667,0.442733333333333,0.532737878235509
"268","1",8,"E3","3973",610,1893,22303,5194,30000,0.0834333333333333,0.916566666666667,0.0145096609551586
"269","1",8,"F4","3821",3488,2957,20888,2667,30000,0.214833333333333,0.785166666666667,0.158220925993438
"270","1",8,"G1","3824",1542,6649,17590,4219,30000,0.273033333333333,0.726966666666667,0.22187386073642
"271","1",8,"H1","3324m",3283,2699,22273,1745,30000,0.1994,0.8006,0.141341596791834
"272","1",8,"H2","3842",3738,1499,22647,2116,30000,0.174566666666667,0.825433333333333,0.114181553044112
"273","1",8,"H6","3973",1570,1378,24516,2536,30000,0.0982666666666667,0.901733333333333,0.0307327743346701
"274","2",8,"A1","3905",723,1599,25667,2011,30000,0.0774,0.9226,-0.0318512104212944
"275","2",8,"A3","3822",1339,6069,18678,3914,30000,0.246933333333333,0.753066666666667,0.159632543955423
"276","2",8,"A5","3973",3708,5445,18191,2656,30000,0.3051,0.6949,0.225330371597455
"277","2",8,"B2","3821",2459,2499,22889,2153,30000,0.165266666666667,0.834733333333333,0.0673920409623132
"278","2",8,"B6","3842",1327,12004,14821,1848,30000,0.444366666666667,0.555633333333333,0.382628666089379
"279","2",8,"C1","3911",2006,8513,16422,3059,30000,0.350633333333333,0.649366666666667,0.276759158164226
"280","2",8,"C3","3824",1137,1668,24499,2696,30000,0.0935,0.9065,-0.0136666541169384
"281","2",8,"D4","3911",4336,4573,18037,3054,30000,0.296966666666667,0.703033333333333,0.216143970483039
"282","2",8,"D6","3824",1490,2634,23174,2702,30000,0.137466666666667,0.862533333333333,0.0359926207597605
"283","2",8,"E3","3842",2288,14621,5869,7222,30000,0.563633333333333,0.436366666666667,0.517337449644215
"284","2",8,"F2","3324m",594,2435,24591,2380,30000,0.100966666666667,0.899033333333333,-0.00523323670042544
"285","2",8,"F6","3822",1701,15381,9870,3048,30000,0.5694,0.4306,0.523850758631076
"286","2",8,"G1","3973",1307,1985,24093,2615,30000,0.109733333333333,0.890266666666667,0.00466849892699823
"287","2",8,"H6","3821",1226,8732,17369,2673,30000,0.331933333333333,0.668066666666667,0.255637965438048
"288","3",8,"A1","3822",2359,2219,23964,1458,30000,0.1526,0.8474,0.0651783711016379
"289","3",8,"A3","3973",1017,3432,23345,2206,30000,0.1483,0.8517,0.0603544985416199
"290","3",8,"A6","3821",2339,12798,11660,3203,30000,0.504566666666667,0.495433333333333,0.460025428165433
"291","3",8,"B4","3842",5377,5881,15411,3331,30000,0.375266666666667,0.624733333333333,0.314972702116521
"292","3",8,"C1","3824",2464,2532,23126,1878,30000,0.166533333333333,0.833466666666667,0.0808092139705333
"293","3",8,"D2","3911",3449,2967,21027,2557,30000,0.213866666666667,0.786133333333333,0.133909206491661
"294","3",8,"D4","3824",1160,7559,18696,2585,30000,0.290633333333333,0.709366666666667,0.220028419714307
"295","3",8,"E1","3842",1083,3823,22353,2741,30000,0.163533333333333,0.836466666666667,0.0774437214867998
"296","3",8,"E3","3324m",1968,2931,20908,4193,30000,0.1633,0.8367,0.0771819609602872
"297","3",8,"E5","3905",1485,2426,22584,3505,30000,0.130366666666667,0.869633333333333,0.0402363323610799
"298","3",8,"F2","3905",3031,3792,19480,3697,30000,0.227433333333333,0.772566666666667,0.149128711390322
"299","3",8,"F4","3822",1290,7777,17837,3096,30000,0.302233333333333,0.697766666666667,0.233041657318076
"300","3",8,"G5","3911",3138,4134,19555,3173,30000,0.2424,0.7576,0.165918779448059
"301","3",8,"H4","3821",955,2979,23888,2178,30000,0.131133333333333,0.868866666666667,0.0410964026624785
"302","3",8,"H6","3324m",5059,3974,17497,3470,30000,0.3011,0.6989,0.231770249046444
"303","1",9,"A3","3911",3190,5314,19085,2411,30000,0.283466666666667,0.716533333333333,0.24141267537494
"304","1",9,"A5","3824",338,872,27082,1708,30000,0.0403333333333333,0.959666666666667,-0.0300323769119125
"305","1",9,"B2","3905",1634,1991,23924,2451,30000,0.120833333333333,0.879166666666667,0.0598414647761527
"306","1",9,"B4","3324m",1488,3519,22346,2647,30000,0.1669,0.8331,0.111272375423319
"307","1",9,"B6","3842",1335,1639,24913,2113,30000,0.0991333333333333,0.900866666666667,0.0356146031037178
"308","1",9,"C1","3821",982,846,26068,2104,30000,0.0609333333333333,0.939066666666667,-0.00703360500167468
"309","1",9,"C5","3905",3304,2874,22089,1733,30000,0.205933333333333,0.794066666666667,0.154850954560679
"310","1",9,"E1","3822",2283,2260,20215,5242,30000,0.151433333333333,0.848566666666667,0.0940046890700011
"311","1",9,"E3","3973",854,1643,23348,4155,30000,0.0832333333333333,0.916766666666667,0.0178631238137769
"312","1",9,"F4","3821",2698,2030,23510,1762,30000,0.1576,0.8424,0.100889434706561
"313","1",9,"G1","3824",533,959,26497,2011,30000,0.0497333333333333,0.950266666666667,-0.0195377916713185
"314","1",9,"H1","3324m",3835,2674,21194,2297,30000,0.216966666666667,0.783033333333333,0.167169067023929
"315","1",9,"H2","3842",1372,1072,25525,2031,30000,0.0814666666666667,0.918533333333333,0.0158907372260057
"316","1",9,"H4","3822",1864,1781,23681,2674,30000,0.1215,0.8785,0.0605857616017268
"317","1",9,"H6","3973",1216,986,25782,2016,30000,0.0734,0.9266,0.00688474563655986
"318","2",9,"A1","3905",797,2193,24671,2339,30000,0.0996666666666667,0.900333333333333,-0.0173563741094437
"319","2",9,"A3","3822",1433,3471,21333,3763,30000,0.163466666666667,0.836533333333333,0.0551765954221616
"320","2",9,"A5","3973",1451,2620,23157,2772,30000,0.1357,0.8643,0.0236092163104441
"321","2",9,"B2","3821",1228,1444,25437,1891,30000,0.0890666666666667,0.910933333333333,-0.0294073063513718
"322","2",9,"B6","3842",1040,6717,19827,2416,30000,0.258566666666667,0.741433333333333,0.16329392147946
"323","2",9,"C1","3911",1938,9926,14847,3289,30000,0.395466666666667,0.604533333333333,0.318932848264363
"324","2",9,"C3","3824",2095,2914,22704,2287,30000,0.166966666666667,0.833033333333333,0.0591556768227983
"325","2",9,"D4","3911",4558,5110,17735,2597,30000,0.322266666666667,0.677733333333333,0.235713202971047
"326","2",9,"D6","3824",2891,5111,18862,3136,30000,0.266733333333333,0.733266666666667,0.172578444747613
"327","2",9,"E3","3842",1324,9391,14116,5169,30000,0.357166666666667,0.642833333333333,0.275390328937396
"328","2",9,"F2","3324m",963,3427,23033,2577,30000,0.146333333333333,0.853666666666667,0.0356980445657117
"329","2",9,"F4","3905",2549,3758,21421,2272,30000,0.210233333333333,0.789766666666667,0.108344702137335
"330","2",9,"H6","3821",946,4401,21746,2907,30000,0.178233333333333,0.821766666666667,0.0719645293315143
